id;artist_name;track_name;release_date;genre;violence;loudness;energy
75547;slayer;seasons in the abyss;1990;rock;0.7247365249047834;0.8069122887982976;0.9699690320658663
75573;alice in chains;man in the box;1990;rock;0.6802428675016534;0.6947927082532113;0.7657584501137572
75626;ac/dc;the razors edge;1990;rock;0.7320582259412588;0.8239109812065738;0.9479463222475016
75705;sepultura;desperate cry;1991;rock;0.6108189072655796;0.7252262646463092;0.9049019348752433
75884;megadeth;architecture of aggression;1992;rock;0.6076077575519749;0.7348409096736148;0.9709700643303373
75898;queen;another one bites the dust;1992;rock;0.6471922274252658;0.7854524010973514;0.9829824515039908
75949;pantera;mouth for war;1992;rock;0.6584632610943613;0.7345845191395532;0.9549535480987994
76045;guns n' roses;black leather;1993;rock;0.6460911620298467;0.8303207445581109;0.9919917418842309
76144;tool;undertow;1993;rock;0.6362545474567503;0.7444042765941081;0.7977914825768332
76168;sepultura;refuse / resist;1993;rock;0.7245343840487137;0.7360203061302976;0.9539525158343282
76179;soundgarden;superunknown;1994;rock;0.6761151317848973;0.8226803066430787;0.9489473545119727
76204;pantera;slaughtered;1994;rock;0.681294773202264;0.7231495013204112;0.9649638707435106
76434;megadeth;angry again;1995;rock;0.6400280073899086;0.6926133887136887;0.7197109659480857
76490;radiohead;bones;1995;rock;0.6338181027163499;0.7018178088864959;0.7056965142454898
76496;alice in chains;grind;1995;rock;0.6127176836047536;0.7633515370612516;0.8828792250568785
76591;soundgarden;rhinosaur;1996;rock;0.6378095068420363;0.6888188088095787;0.7757687727584685
76652;misfits;american psycho;1997;rock;0.7044633454119898;0.7813757916057739;0.9949948386776444
76686;incubus;redefine;1997;rock;0.7556443289788104;0.7952977976053124;0.9649638707435106
76718;modest mouse;shit luck;1997;rock;0.6323675863506061;0.8620875317283285;0.9449432254540883
76724;misfits;tv casualty;1997;rock;0.6045551139543667;0.6996128502935671;0.9779772901816352
76727;megadeth;she-wolf;1997;rock;0.6268325049063075;0.792477501730636;0.9169143220488967
76732;(hed) p.e.;suck it up;1997;rock;0.6293013926859714;0.7824782709022382;0.8638596120319272
76769;metallica;fuel;1997;rock;0.7110755787643243;0.8174243006948183;0.9519504513053859
76817;system of a down;darts;1998;rock;0.7008121906881115;0.79591313488706;0.8188131601307267
76924;system of a down;war?;1998;rock;0.7130383803608557;0.8238853421531677;0.9399380641317326
76945;metallica;crash course in brain surgery;1998;rock;0.8725882422319958;0.8057072532882086;0.9849845160329331
76946;metallica;am i evil?;1998;rock;0.62544111417606;0.7679665666743584;0.943942193189617
76988;incubus;out from under;1999;rock;0.6436855705093709;0.7944004307360971;0.9409390963962037
77021;misfits;dust to dust;1999;rock;0.6151648429724974;0.7634540932748762;0.9539525158343282
77059;metallica;for whom the bell tolls;1999;rock;0.6162177861309451;0.8134502474168653;0.9789783224461063
77065;static-x;i am;1999;rock;0.9020495651912395;0.7859395431120683;0.9759752256526929
77124;misfits;scream;1999;rock;0.9817813761098831;0.7874266082096248;0.9799793547105775
77204;at the drive in;arcarsenal;2000;rock;0.6158522173659332;0.8487039458503192;0.9859855482974041
77216;finger eleven;drag you down;2000;rock;0.852463771228001;0.7792733892264697;0.8748709669411097
77232;a perfect circle;the hollow;2000;rock;0.6020978307918307;0.7716842294182498;0.7897832244610642
77242;mudvayne;dig;2000;rock;0.6577177805945109;0.823244365818014;0.9839834837684619
77318;rob zombie;iron head;2001;rock;0.7105486833425125;0.7987590698151423;0.9249225801646658
77453;static-x;cold;2001;rock;0.8458326275933542;0.8488321411173498;0.9809803869750485
77482;mudvayne;not falling;2002;rock;0.7146114136325693;0.7857087916314129;0.9849845160329331
77538;adema;immortal;2002;rock;0.7781206242401022;0.7930159218521652;0.9389370318672614
77614;radiohead;where i end and you begin;2003;rock;0.7553538803243935;0.7126118503704844;0.7147058046257301
77827;emery;walls;2004;rock;0.6483769258886098;0.7793759454400944;0.9159132897844257
77847;mastodon;blood and thunder;2004;rock;0.7266380828374929;0.7463272055995692;0.9359339350738481
77875;muse;stockholm syndrome;2004;rock;0.6283339815493321;0.7899905135502396;0.9779772901816352
77995;mudvayne;happy?;2005;rock;0.6815620825663539;0.8459862061892675;0.9719710965948084
78020;dream theater;panic attack;2005;rock;0.7265335732359895;0.7968361408096812;0.9789783224461063
78079;muse;supermassive black hole;2006;rock;0.6701575639163017;0.7671717560187677;0.8658616765608694
78120;tenacious d;the metal;2006;rock;0.820223016730602;0.807527626080045;0.9389370318672614
78373;metallica;broken, beat & scarred;2008;rock;0.7495399467027919;0.8768043483834577;0.9829824515039908
78561;nirvana;floyd the barber;2009;rock;0.860105497964527;0.7737097146373355;0.902899870346301
78936;bayside;sick, sick, sick;2011;rock;0.735240284567733;0.8294490167423019;0.8818781927924073
78971;egypt central;white rabbit;2011;rock;0.658974427181646;0.7760685075507012;0.8878843863792342
79044;imagine dragons;bleeding out;2012;rock;0.6190264903425394;0.8096556675127553;0.7547470952045748
79128;brandi carlile;raise hell;2012;rock;0.6352854426167073;0.7911955490603286;0.7737667082295262
79141;young guns;bones;2012;rock;0.62342410780723;0.8206035433171807;0.8808771605279363
79214;muse;panic station;2012;rock;0.6097655488699393;0.8347306617439684;0.7667594823782282
79303;skillet;sick of it;2013;rock;0.8975866754012093;0.8359869753608696;0.9339318705449058
79313;wavves;nine is god;2013;rock;0.6954943191371449;0.7939389277747865;0.9709700643303373
79651;starset;it has begun;2014;rock;0.6035006930235903;0.7472245724687844;0.7247161272704413
79740;mat kearney;air i breathe;2015;rock;0.6067193403028693;0.753198471912417;0.7477398693532771
80316;sleeping wolf;new kings;2017;rock;0.6505446607794909;0.8214239930261774;0.8178121278662557
80367;passion;glorious day;2017;rock;0.8324717218983824;0.7968361408096812;0.8057997406926022
80515;peach pit;seventeen;2018;rock;0.6762534148132535;0.7811963182319308;0.8908874831726475
80541;breaking benjamin;feed the wolf;2018;rock;0.6378514847095795;0.8591646796400276;0.9829824515039908
80597;crowder;red letters;2018;rock;0.699221752503235;0.7275081403994563;0.706697546509961
80758;muse;pressure;2018;rock;0.6204877697944412;0.8199112888752147;0.8428379344780338
80801;grandson;stigmata;2019;rock;0.7040362370655817;0.7480706612311873;0.8628585797674561
80857;killswitch engage;unleashed;2019;rock;0.6060657961967124;0.7285080634822962;0.9849845160329331
81173;sentino;ich bin deutscher hip hop ii (feat. olli banjo & megaloh);2006;hip hop;0.6696316165333714;0.7467887085608799;0.7086996110389032
81418;pato pooh;x&o (feat. blowsight);2010;hip hop;0.6777971780213026;0.7519421582955157;0.7807739340808241
81498;killah priest;come with me;2011;hip hop;0.7191136620719805;0.7592492885162679;0.8418369022135626
81546;grandmaster melle mel;grndmza 5;2012;hip hop;0.6354782691295049;0.7733764069430556;0.7537460629401037
81629;todd terry;all the massive;2013;hip hop;0.6399338096365679;0.7328667025613413;0.8988957412884165
81680;dj tomekk;real hip hop;2013;hip hop;0.8060612082365373;0.7623259749250058;0.8198141923951979
81765;metal carter;amico di chi?;2015;hip hop;0.7214492011208895;0.845729815655206;0.7977914825768332
81780;primo;warmachine;2015;hip hop;0.6610188199596971;0.7942978745224726;0.9489473545119727
81891;k kutta;hop up;2017;hip hop;0.6123909617469925;0.7616337204830397;0.7117027078323166
