id;artist_name;track_name;release_date;genre;danceability;energy
19819;travis scott;nc-17;2018;pop;0.8039640420231778;0.763756385584815
19869;pewdiepie;bitch lasagna;2018;pop;0.7942163977038883;0.7897832244610642
19900;ti‰sto;jackie chan;2018;pop;0.7422289613343442;0.8348296763622648
19909;lil wayne;uproar;2018;pop;0.7378966749702156;0.870866837883225
19911;french montana;no stylist;2018;pop;0.7617242499729233;0.7046954819810188
19948;shawn mendes;lost in japan;2018;pop;0.7054045272392505;0.738730578973037
19979;calvin harris;one kiss (with dua lipa);2018;pop;0.7898841113397596;0.8628585797674561
19992;post malone;zack and codeine;2018;pop;0.7368136033791834;0.8408358699490914
20030;dean lewis;stay awake;2019;pop;0.7162352431495722;0.8298245150399092
20056;beyonc‚;before i let go;2019;pop;0.7054045272392505;0.8428379344780338
20108;chance the rapper;let's go on the run;2019;pop;0.8028809704321456;0.7016923851876053
20110;jonas brothers;don't throw it away;2019;pop;0.7248998158778296;0.8588544507095716
20125;quality control;leave em alone (layton greene, lil baby feat. city girls, pnb rock);2019;pop;0.7563088920177624;0.755748127469046
20130;machine gun kelly;el diablo;2019;pop;0.7617242499729233;0.7257171595349123
20156;sia;no new friends (feat. sia, diplo, and labrinth);2019;pop;0.7184013863316365;0.7036944497165476
20204;saweetie;my type;2019;pop;0.9068558431712337;0.8118059342794288
20248;ed sheeran;way to break my heart (feat. skrillex);2019;pop;0.7194844579226687;0.7317233531217391
20281;jonas brothers;i believe;2019;pop;0.7443951045164087;0.7747677404939973
80993;diamond & the psychotic neurotics;"shut the ""*!*!"" up";1992;hip hop;0.8949420556698798;0.788782192196593
81002;diamond & the psychotic neurotics;what you seek;1992;hip hop;0.7649734647460198;0.7857790954031797
81003;diamond & the psychotic neurotics;step to me;1992;hip hop;0.7465612476984729;0.9299277414870214
81004;en vogue;hip hop lover;1992;hip hop;0.8786959818043973;0.8628585797674561
81008;lighter shade of brown;hip hop locos;1992;hip hop;0.8137116863424673;0.7747677404939973
81012;kris kross;it don't stop (hip hop classic);1993;hip hop;0.8397054045272394;0.8158100633373133
81035;mase;get ready;1999;hip hop;0.7779703238384058;0.7507429661466903
81048;dr. dre;the next episode;2000;hip hop;0.9317664897649736;0.9129101929910123
81049;payo malo;na ma se que cantar;2001;hip hop;0.7270659590598939;0.7397316112375082
81053;obie trice;well known asshole;2001;hip hop;0.8841113397595582;0.7867801276676507
81059;lovebug starski;you've gotta believe;2001;hip hop;0.8516191920285932;0.7357274821796236
81060;lovebug starski;starski (live at the disco fever);2001;hip hop;0.8797790533954296;0.7707636114361128
81068;aceyalone;scribble on a clean surface;2002;hip hop;0.831040831798982;0.7987925148413042
81080;krs-one;never give up;2002;hip hop;0.8364561897541429;0.7367285144440947
81083;aceyalone;rappers on deck;2002;hip hop;0.8797790533954296;0.8798761282634652
81089;x-team;veren na hip-hop;2002;hip hop;0.7584750351998268;0.943942193189617
81098;lil rob;san diego;2003;hip hop;0.7801364670204701;0.7357274821796236
81102;mr. lil one;the crow;2003;hip hop;0.7227336726957654;0.7267181917993835
81106;sabotaje mexica;hip hop adictos;2003;hip hop;0.9111881295353624;0.7377295467085658
81110;j-kwon;morning light;2004;hip hop;0.7032383840571862;0.8408358699490914
81111;j-kwon;underwear;2004;hip hop;0.7909671829307918;0.8818781927924073
81112;j-kwon;they ask me;2004;hip hop;0.7400628181522799;0.9039009026107722
81117;umut ertek;b boys;2004;hip hop;0.940431062493231;0.7707636114361128
81120;j-kwon;you & me;2004;hip hop;0.7703888227011806;0.9299277414870214
81121;j-kwon;show your ass;2004;hip hop;0.7400628181522799;0.7907842567255353
81122;erick sermon;street hop;2004;hip hop;0.7194844579226687;0.8668627088253406
81123;spoonie gee;the godfather;2004;hip hop;0.8191270442976281;0.7397316112375082
81126;spoonie gee;did you come to party;2004;hip hop;0.8212931874796924;0.8408358699490914
81134;sindicato argentino del hip hop;el dinero;2005;hip hop;0.9068558431712337;0.7417336757664503
81137;krs-one;"tell the devil ""ha!""";2005;hip hop;0.7866348965666631;0.7517439984111614
81144;heather b;do you;2005;hip hop;0.8364561897541429;0.8268214182464957
81152;chico science;maracatu at“mico (trip hop);2005;hip hop;0.8776129102133652;0.8838802573213497
81164;lil' flip;let's ride;2006;hip hop;0.8732806238492365;0.7006913529231342
81168;nas;where are they now;2006;hip hop;0.837539261345175;0.7807739340808241
81182;e-40;i am;2007;hip hop;0.7638903931549876;0.9409390963962037
81185;method man;all my n*gg*s;2007;hip hop;0.7519766056536337;0.7867801276676507
81207;the game;it's the game;2007;hip hop;0.8017978988411135;0.8258203859820246
81216;raekwon;still strugglin';2007;hip hop;0.7248998158778296;0.7016923851876053
81220;raekwon;still struggling;2007;hip hop;0.7108198851944114;0.756749159733517
81222;krs-one;the victory;2007;hip hop;0.7931333261128561;0.7287202563283257
81224;mobb deep;have a party;2007;hip hop;0.7140690999675079;0.722714062741499
81229;dj jazzy jeff;brand new funk 2k7 feat. peedi crakk;2007;hip hop;0.8267085454348533;0.796790450312362
81240;kurtis blow;party time;2008;hip hop;0.8158778295245316;0.934932902809377
81241;kurtis blow;if i ruled the world;2008;hip hop;0.7476443192895051;0.9309287737514925
81243;vanilla ice;ice ice baby (re-recorded version);2008;hip hop;0.9935015704538073;0.7927863212544776
81244;dj drama;hip- hop (out in the dark);2008;hip hop;0.8332069749810462;0.8678637410898117
81246;vanilla ice;ice ice baby (club crasher mix);2008;hip hop;0.7877179681576953;0.8768730314700517
81255;positive k;i got a man (re-recorded);2008;hip hop;0.9133542727174268;0.8288234827754379
81267;supaman;shut em down;2008;hip hop;0.8332069749810462;0.796790450312362
81273;grandmaster flash & the furious five;white lines (long version) [re-recorded];2008;hip hop;0.8147947579334995;0.7016923851876053
81278;roxanne shante;roxanne's revenge (re-recorded);2008;hip hop;0.8711144806671721;0.7957894180478909
81279;vanilla ice;jump around;2008;hip hop;0.7368136033791834;0.7607532887914016
81281;tha alkaholiks;hip-hop drunkies;2008;hip hop;0.8462038340734322;0.7277192240638546
81287;j.j. fad;supersonic (re-recorded);2008;hip hop;0.8635329795299471;0.7016923851876053
81289;grandmaster melle mel;white lines;2008;hip hop;0.7086537420123471;0.8338286440977936
81290;foxy brown;the quan;2008;hip hop;0.7530596772446659;0.7487409016177482
81293;newcleus;jam on it (re-recorded);2008;hip hop;0.8786959818043973;0.7937873535189486
81294;supaman;clap ta dis;2008;hip hop;0.8602837647568505;0.7957894180478909
81314;night shield;she got it;2009;hip hop;0.80504711361421;0.7397316112375082
81315;night shield;get ya block on;2009;hip hop;0.93501570453807;0.8088028374860154
81317;night shield;the night away;2009;hip hop;0.7335643886060871;0.8718678701476962
81332;j.j. fad;supersonic (electrolicious remix);2009;hip hop;0.9642586374959385;0.9399380641317326
81334;kool moe dee;how ya like me now (re-recorded / remastered);2009;hip hop;0.857034549983754;0.8888854186437053
81338;sen kumpa;deglu xel;2009;hip hop;0.8472869056644646;0.7457378048243348
81339;african underground;intro;2009;hip hop;0.7335643886060871;0.7097006433033745
81341;kool moe dee;i go to work (re-recorded);2009;hip hop;0.8093793999783387;0.9899896773552888
81343;shiffai;never forget;2009;hip hop;0.7833856817935667;0.7377295467085658
81348;"royce da 5'9""";a brief intermission (skit);2009;hip hop;0.7476443192895051;0.7377295467085658
81350;83;appel local;2009;hip hop;0.850536120437561;0.7517439984111614
81351;tyree cooper;turn up the bass;2009;hip hop;0.8212931874796924;0.959958709421155
81360;thundamentals;i hip hop;2009;hip hop;0.8537853352106575;0.7457378048243348
81361;oddisee;hip hop's cool again;2009;hip hop;0.71515217155854;0.779772901816353
81367;dj laz;move, shake, drop;2009;hip hop;0.806130185205242;0.8688647733542828
81391;83;keep on movin';2009;hip hop;0.80504711361421;0.8278224505109669
81392;ghostface killah;return of the iron man;2009;hip hop;0.7303151738329904;0.8518472248582737
81395;sister fa;hip hop rek;2009;hip hop;0.7476443192895051;0.7677605146426995
81398;more;hip hop;2009;hip hop;0.8039640420231778;0.8368317408912069
81402;gli inquilini;la legge del pi— forte;2010;hip hop;0.7963825408859527;0.7517439984111614
81406;epmd;you gots to chill;2010;hip hop;0.8884436261236869;0.8168110956017844
81411;special ed;how you like me now (re-recorded / remastered);2010;hip hop;0.857034549983754;0.8888854186437053
81412;rob base;it takes two (re-recorded);2010;hip hop;0.7888010397487275;0.9249225801646658
81417;mack 10;w/s foe life;2010;hip hop;0.9187696306725875;0.706697546509961
81421;piotta;in fissa per il rap;2010;hip hop;0.720567529513701;0.8628585797674561
81424;tungtvann;hold det nede (med dirty definite);2010;hip hop;0.8277916170258854;0.7877811599321219
81442;trainspotters;fan first;2010;hip hop;0.7270659590598939;0.8838802573213497
81449;dmx;ruff ryders' anthem (re-recorded);2011;hip hop;0.8721975522582044;0.796790450312362
81452;dmx;party up (up in here) (re-recorded / remastered);2011;hip hop;0.7303151738329904;0.8348296763622648
81456;sweatshop union;bill murray;2011;hip hop;0.7671396079280841;0.7837770308742373
81458;dmx;ruff ryders' anthem (re-recorded / remastered);2011;hip hop;0.8721975522582044;0.796790450312362
81463;bobby brown;my prerogative (re-recorded);2011;hip hop;0.7877179681576953;0.8528482571227448
81464;dmx;party up (up in here) [re-recorded];2011;hip hop;0.7303151738329904;0.8348296763622648
81483;capone-n-noreaga;t.o.n.y. (top of new york);2011;hip hop;0.701072240875122;0.8358307086267358
81488;wc;ain't a damn thang changed;2011;hip hop;0.8364561897541429;0.8278224505109669
81493;positive k;i got a man (re-recorded) [remastered];2011;hip hop;0.9079389147622658;0.8288234827754379
81494;turi;don't talk (feat. gioman, killacat);2011;hip hop;0.8494530488465288;0.8618575475029849
81498;killah priest;come with me;2011;hip hop;0.7043214556482185;0.8418369022135626
81499;killah priest;musifixtion;2011;hip hop;0.7898841113397596;0.8678637410898117
81500;killah priest;when i'm writing;2011;hip hop;0.8689483374851079;0.746738837088806
81501;killah priest;do the damn thing;2011;hip hop;0.7324813170150547;0.911909160726541
81510;killah priest;breathe;2011;hip hop;0.7238167442867974;0.756749159733517
81516;rayess bek;halon remix;2011;hip hop;0.8483699772554967;0.8037976761636598
81517;abstract artform;hip-hop is what i was doing (feat. flo soul & dj platform);2011;hip hop;0.9166034874905231;0.8588544507095716
81526;terror x crew;the taste of hate (i geusi tou menos);2012;hip hop;0.8017978988411135;0.9469452899830304
81538;a filial;vira lata;2012;hip hop;0.8342900465720786;0.7837770308742373
81546;grandmaster melle mel;grndmza 5;2012;hip hop;0.8732806238492365;0.7537460629401037
81547;grandmaster melle mel;grndmza pt. 1;2012;hip hop;0.8916928408967834;0.8558513539161582
81568;jacki-o;i got yo boyfriend;2012;hip hop;0.7173183147406045;0.8298245150399092
81569;hiphop tamizha;hey do what i say;2012;hip hop;0.8147947579334995;0.7817749663452951
81572;afu-ra;hip hop kid;2012;hip hop;0.7043214556482185;0.9579566448922128
81584;hopsin;hop madness;2012;hip hop;0.8234593306617569;0.7727656759650551
81589;roxanne shante;roxanne's revenge (re-recorded) [remastered];2012;hip hop;0.8711144806671721;0.7957894180478909
81605;zontanoi nekroi;asshole don't fuck with us (karioli min ta valies me mas);2012;hip hop;0.7270659590598939;0.8318265795688513
81608;de leve;m‚xico;2013;hip hop;0.8949420556698798;0.7477398693532771
81616;sektion kuchik„schtli;lampafiaber;2013;hip hop;0.7790533954294379;0.9469452899830304
81620;jacki-o;if i had a son;2013;hip hop;0.8646160511209792;0.7407326435019792
81630;todd terry;survivor;2013;hip hop;0.8126286147514352;0.7117027078323166
81650;krs-one;ah yeah;2013;hip hop;0.7378966749702156;0.8598554829740428
81655;naughty by nature;o.p.p. (re-recorded);2013;hip hop;0.7617242499729233;0.8678637410898117
81658;dimples d.;sucker dj (i will survive);2013;hip hop;0.818043972706596;0.8638596120319272
81659;anirudh ravichander;chennai city gangsta;2013;hip hop;0.7248998158778296;0.8878843863792342
81665;tuff crew;my part of town;2013;hip hop;0.9198527022636196;0.9139112252554833
81684;no mercy;what is love;2014;hip hop;0.720567529513701;0.8318265795688513
81718;black moon;powaful impak!;2014;hip hop;0.7617242499729233;0.7537460629401037
81719;radioinactive;left handed cigarettes;2014;hip hop;0.8711144806671721;0.7036944497165476
81738;zul? hip hop jam;cossa nostra;2014;hip hop;0.7248998158778296;0.8268214182464957
81741;black moon;u da man feat. mad lion & smif-n-wessun;2014;hip hop;0.7259828874688617;0.8508461925938026
81743;kaveli;ich weiá noch genau;2014;hip hop;0.8386223329362071;0.8608565152385138
81751;freeway;hot new hip hop;2014;hip hop;0.7378966749702156;0.788782192196593
81752;aspects;hip hop circus;2014;hip hop;0.7693057511101484;0.8648606442963984
81759;corleone;i made it;2014;hip hop;0.7400628181522799;0.8268214182464957
81769;blahzay blahzay;danger;2015;hip hop;0.71515217155854;0.7086996110389032
81771;blackface;ahead of the game;2015;hip hop;0.7259828874688617;0.7006913529231342
81781;homeboy sandman;extreme measures;2015;hip hop;0.7866348965666631;0.9099070961975989
81789;abstract rude;pride;2015;hip hop;0.8386223329362071;0.942941160925146
81794;ugk;it's supposed to bubble;2015;hip hop;0.7400628181522799;0.755748127469046
81807;public enemy;can't truss it;2015;hip hop;0.785551824975631;0.9189163865778389
81809;d.o.c.;it's funky enough;2015;hip hop;0.8321239033900141;0.7977914825768332
81810;redman;blow your mind;2015;hip hop;0.7628073215639554;0.8588544507095716
81813;jeru the damaja;come clean;2015;hip hop;0.8082963283873064;0.9569556126277415
81814;master p;souljas;2015;hip hop;0.940431062493231;0.7447367725598638
81820;eric b. & rakim;don't sweat the technique;2015;hip hop;0.7389797465612479;0.960959741685626
81825;clemens;hop rundt;2015;hip hop;0.9599263511318099;0.8838802573213497
81831;abstract rude;3d nights;2015;hip hop;0.7465612476984729;0.722714062741499
81833;"royce da 5'9""";a breif intermission;2015;hip hop;0.8635329795299471;0.729721288592797
81834;del the funky homosapien;mistadobalina;2015;hip hop;0.8537853352106575;0.7977914825768332
81836;ice-t;o.g. original gangster;2015;hip hop;0.896025127260912;0.8588544507095716
81843;mack 10;so sharp;2015;hip hop;0.8072132567962743;0.8118059342794288
81847;?????????;??????;2016;hip hop;0.798548684068017;0.9399380641317326
81864;fumez the engineer;pull up hop out bang;2016;hip hop;0.7617242499729233;0.8248193537175535
81865;ying yang twins;ho ho ho;2016;hip hop;0.7303151738329904;0.8057997406926022
81872;murs;hip hop & love;2016;hip hop;0.8938589840788477;0.7727656759650551
81875;mc duke;i'm riffin;2016;hip hop;0.857034549983754;0.9159132897844257
81891;k kutta;hop up;2017;hip hop;0.9382649193111665;0.7117027078323166
81894;the lox;if you think i'm jiggy;2017;hip hop;0.8786959818043973;0.8118059342794288
81901;loon;hey woo;2017;hip hop;0.8559514783927218;0.9339318705449058
81904;the beatnuts;find us (in the back of the club);2017;hip hop;0.8267085454348533;0.844839999006976
81914;ice-t;new jack hustler (nino's theme);2017;hip hop;0.8429546193003358;0.8378327731556782
81916;black rob;ready;2017;hip hop;0.8732806238492365;0.7287202563283257
81917;black rob;thug story;2017;hip hop;0.896025127260912;0.8148090310728423
81928;gorilla zoe;money up;2017;hip hop;0.7248998158778296;0.8368317408912069
81930;8ball & mjg;30 rocks [feat. diddy];2017;hip hop;0.9274342034008448;0.7026934174520766
81933;crime mob;put yo hands up;2017;hip hop;0.8472869056644646;0.7257171595349123
81935;crime mob;shine cause i grind;2017;hip hop;0.8981912704429763;0.8388338054201492
81937;warren g;gangsta love;2017;hip hop;0.8537853352106575;0.7407326435019792
81941;8ball & mjg;shot off;2017;hip hop;0.8819451965774937;0.8898864509081764
81955;jt money;who dat;2017;hip hop;0.8202101158886603;0.8198141923951979
81962;crime mob;big boy pimpin';2017;hip hop;0.7703888227011806;0.7247161272704413
81967;boyz n da hood;felonies;2017;hip hop;0.8613668363478827;0.9169143220488967
81975;the beatnuts;hot;2017;hip hop;0.7335643886060871;0.8007945793702466
81983;terror squad;rudeboy salute (feat. buju banton, big pun and fat joe);2017;hip hop;0.8386223329362071;0.8598554829740428
81985;busta rhymes;do my thing;2017;hip hop;0.785551824975631;0.7437357402953926
81986;shyne;n******s gonna die;2017;hip hop;0.8028809704321456;0.7086996110389032
81988;shyne;let me see your hands;2017;hip hop;0.8017978988411135;0.9649638707435106
81994;the beatnuts;madness;2017;hip hop;0.8277916170258854;0.7046954819810188
81999;artifacts;the ultimate;2017;hip hop;0.8256254738438212;0.7056965142454898
82001;the treacherous three;whip it (feat. philippe wynne);2017;hip hop;0.8786959818043973;0.9169143220488967
82008;mase;take what's yours (feat. dmx);2017;hip hop;0.7833856817935667;0.7117027078323166
82009;black rob;i dare you (feat. joe hooker);2017;hip hop;0.7606411783818912;0.7497419338822194
82012;bone thugs-n-harmony;everytime;2017;hip hop;0.7162352431495722;0.7837770308742373
82016;ice-t;somebody gotta do it (pimpin' ain't easy!!!);2017;hip hop;0.8191270442976281;0.8348296763622648
82018;crime mob;knuck if you buck;2017;hip hop;0.8743636954402688;0.8388338054201492
82058;big sean;no favors;2017;hip hop;0.701072240875122;0.7837770308742373
82063;wifisfuneral;jackie chan;2017;hip hop;0.798548684068017;0.7707636114361128
82067;fabolous;sickalicious (feat. missy elliott);2017;hip hop;0.9306834181739413;0.8318265795688513
82076;group home;supa star;2017;hip hop;0.8158778295245316;0.8168110956017844
82078;v.i.c.;get silly;2017;hip hop;0.8472869056644646;0.8428379344780338
82079;8ball;you don't want drama;2017;hip hop;0.7747211090653093;0.8718678701476962
82080;epmd;crossover;2017;hip hop;0.7768872522473736;0.7807739340808241
82082;the sugarhill gang;ain't nothin' but a party;2017;hip hop;0.7281490306509262;0.8398348376846204
82086;paul wall;i'm throwed;2017;hip hop;0.7368136033791834;0.7817749663452951
82090;trina;no panties (feat. tweet);2017;hip hop;0.8721975522582044;0.7707636114361128
82091;busta rhymes;bladow!!;2017;hip hop;0.7606411783818912;0.7056965142454898
82099;pusha t;circles;2017;hip hop;0.7736380374742771;0.7427347080309215
82119;the lox;money, power and respect (feat. dmx and lil' kim);2017;hip hop;0.8147947579334995;0.7076985787744322
82121;paul wall;big ballin';2018;hip hop;0.7996317556590492;0.7157068368902011
82122;nappy roots;headz up;2018;hip hop;0.8418715477093037;0.7707636114361128
82123;biz markie;nobody beats the biz;2018;hip hop;0.806130185205242;0.7727656759650551
82127;hazhe;crazy;2018;hip hop;0.7248998158778296;0.7717646437005838
82128;trina;hustling;2018;hip hop;0.9490956352214881;0.8328276118333225
82132;busta rhymes;salute da gods!!;2018;hip hop;0.7140690999675079;0.7997935471057754
82149;busta rhymes;the whole world looking at me;2018;hip hop;0.7866348965666631;0.7847780631387086
82154;ultramagnetic mc's;"ego trippin' (12"" version)";2018;hip hop;0.9317664897649736;0.959958709421155
82158;v.i.c.;bop, bop, bop;2018;hip hop;0.7259828874688617;0.7537460629401037
82162;talib kweli;listen!!!;2018;hip hop;0.7119029567854437;0.7947883857834198
82170;leaders of the new school;what's next;2018;hip hop;0.837539261345175;0.8608565152385138
82177;black rob;smile in ya face;2018;hip hop;0.7844687533845988;0.7647574178492861
82181;method man;4:20;2018;hip hop;0.7259828874688617;0.706697546509961
82192;3rd bass;the gas face;2018;hip hop;0.8537853352106575;0.8528482571227448
82200;lloyd banks;i get high;2018;hip hop;0.8364561897541429;0.8057997406926022
82201;the roots;75 bars (black's reconstruction);2018;hip hop;0.7476443192895051;0.9739731611237507
82202;c-murder;down for my niggaz;2018;hip hop;0.8202101158886603;0.8428379344780338
82203;epmd;so wat cha sayin';2018;hip hop;0.7952994692949203;0.7016923851876053
82209;lil yachty;who want the smoke?;2018;hip hop;0.9090219863532979;0.7257171595349123
82221;n.w.a.;straight outta compton;2018;hip hop;0.8364561897541429;0.878875095998994
82224;shah rule;lakhs;2018;hip hop;0.7476443192895051;0.7016923851876053
82245;8ball & mjg;gangsta;2018;hip hop;0.8711144806671721;0.9649638707435106
82261;nice & smooth;funky for you;2018;hip hop;0.7693057511101484;0.7607532887914016
82265;n.w.a.;100 miles and runnin';2018;hip hop;0.7411458897433121;0.9369349673383192
82267;vince staples;get the fuck off my dick;2018;hip hop;0.9339326329470379;0.7257171595349123
82268;nice & smooth;blunts;2018;hip hop;0.8093793999783387;0.7076985787744322
82294;nappy roots;set it out;2019;hip hop;0.9274342034008448;0.7497419338822194
82296;nappy roots;my ride;2019;hip hop;0.8397054045272394;0.7417336757664503
82299;boogie down productions;my philosophy;2019;hip hop;0.8841113397595582;0.8358307086267358
82302;schoolly d;saturday night;2019;hip hop;0.8927759124878154;0.9369349673383192
82306;tone-loc;on fire;2019;hip hop;0.8862774829416226;0.7697625791716417
82308;fabolous;can't deny it;2019;hip hop;0.9252680602187805;0.8218162569241401
82309;mc hammer;let's get it started;2019;hip hop;0.9685909238600672;0.722714062741499
82310;blackalicious;blazing arrow;2019;hip hop;0.8321239033900141;0.7587512242624593
82312;nappy roots;sholiz;2019;hip hop;0.8104624715693709;0.9449432254540883
82317;fu-schnickens;true fuschnick;2019;hip hop;0.8646160511209792;0.7537460629401037
82322;nappy roots;dime, quarter, nickel, penny;2019;hip hop;0.8353731181631107;0.8888854186437053
82329;kool g rap;fast life;2019;hip hop;0.8397054045272394;0.7747677404939973
82330;brand nubian;love vs. hate;2019;hip hop;0.7032383840571862;0.7107016755678455
82344;denzel curry;this life;2019;hip hop;0.7173183147406045;0.8438389667425048
82346;poor righteous teachers;rock dis funky joint;2019;hip hop;0.9209357738546519;0.755748127469046
82351;big tymers;stuntastic;2019;hip hop;0.7064875988302828;0.8988957412884165
82353;aceyalone;feet up on the table;2019;hip hop;0.8992743420340086;0.7827759986097663
82354;flipmode squad;this is what happens;2019;hip hop;0.7270659590598939;0.8278224505109669
82356;das efx;host wit da most;2019;hip hop;0.7389797465612479;0.7547470952045748
82358;das efx;shine;2019;hip hop;0.759558106790859;0.8408358699490914
82361;das efx;gimme dat micraphone;2019;hip hop;0.7888010397487275;0.7427347080309215
82372;das efx;knockin' niggaz off;2019;hip hop;0.759558106790859;0.7837770308742373
82379;epmd;i'm housin';2019;hip hop;0.7682226795191162;0.8608565152385138
82385;young mc;got more rhymes;2019;hip hop;0.8072132567962743;0.8758719992055807
82389;rob base & dj ez rock;it takes two;2019;hip hop;0.759558106790859;0.9039009026107722
82397;will smith;gettin' jiggy wit it;2019;hip hop;0.883028268168526;0.8218162569241401
82398;big sean;dance (a$$);2019;hip hop;0.785551824975631;0.730722320857268
82399;run?d.m.c.;it's tricky;2019;hip hop;0.9707570670421315;0.8818781927924073
82400;young mc;bust a move;2019;hip hop;0.9577602079497456;0.7727656759650551
82405;b.o.b;back and forth;2019;hip hop;0.7508935340626016;0.7707636114361128
82410;eazy-e;no more ?'s;2019;hip hop;0.9458464204483918;0.8057997406926022
82425;kurtis blow;basketball;2019;hip hop;0.883028268168526;0.706697546509961
82428;eric b. & rakim;paid in full;2019;hip hop;0.896025127260912;0.7507429661466903
82433;ghostface killah;iron maiden;2019;hip hop;0.7530596772446659;0.7257171595349123
82438;eazy-e;eazy-duz-it;2019;hip hop;0.8288746886169177;0.7287202563283257
82440;ja rule;kill 'em all;2019;hip hop;0.7519766056536337;0.8338286440977936
82445;nappy roots;country boyz;2019;hip hop;0.766056536337052;0.8558513539161582
82446;the roots;the seed (2.0);2019;hip hop;0.7541427488356981;0.9579566448922128
82450;will smith;switch;2019;hip hop;0.883028268168526;0.8858823218502919
