id;artist_name;track_name;release_date;genre;violence;loudness;energy;age
53189;thee oh sees;withered hand;2015;blues;0.9368421040340182;0.7134835781862933;0.8618575475029849;0.07142857142857142
53295;eric clapton;got to get better in a little while (with j. j. cale);2016;blues;0.7156201092584278;0.7318924185319077;0.9139112252554833;0.05714285714285714
53338;thee oh sees;dead man's gun;2016;blues;0.5342292905855403;0.7145347793759455;0.8618575475029849;0.05714285714285714
53361;bob weir;lay my lily down;2016;blues;0.8205029891251338;0.7139707202010102;0.7947883857834198;0.05714285714285714
53376;the bones of j.r. jones;hammers and nails;2016;blues;0.7099446130919561;0.7681973181550137;0.7477398693532771;0.05714285714285714
53384;rival sons;hollow bones pt. 1;2016;blues;0.6286973451938243;0.7931953952260082;0.9729721288592795;0.05714285714285714
53390;rival sons;thundering voices;2016;blues;0.6489135251982191;0.7659667205086788;0.8678637410898117;0.05714285714285714
53496;joe bonamassa;going down;2016;blues;0.5652953561739634;0.7076378740096915;0.870866837883225;0.05714285714285714
53572;hanni el khatib;paralyzed;2017;blues;0.5412720027413587;0.7829910519703611;0.8438389667425048;0.04285714285714286
53614;death from above 1979;holy books;2017;blues;0.5091559420882668;0.7896828449093659;0.8718678701476962;0.04285714285714286
53670;vintage trouble;knock me out;2017;blues;0.5379617340084177;0.7888880342537753;0.9069039994041854;0.04285714285714286
53699;royal blood;i only lie when i love you;2017;blues;0.8424383585395128;0.7906058508319872;0.8868833541147629;0.04285714285714286
53705;death from above 1979;freeze me;2017;blues;0.6426885971135041;0.7626336435658795;0.7247161272704413;0.04285714285714286
53715;greta van fleet;black smoke rising;2017;blues;0.6265253957082695;0.8129631054021484;0.911909160726541;0.04285714285714286
53802;thee oh sees;overthrown;2018;blues;0.8549880305057366;0.7502499807707099;0.9859855482974041;0.02857142857142857
53909;black rebel motorcycle club;king of bones;2018;blues;0.5455443037445072;0.7681973181550137;0.8758719992055807;0.02857142857142857
53979;thee oh sees;c;2018;blues;0.5024655875177086;0.7196882291105812;0.8228172891886113;0.02857142857142857
54011;the blue stones;black holes (solid ground);2018;blues;0.5678682108619828;0.8055534189677717;0.8438389667425048;0.02857142857142857
54119;the heavy;fire;2019;blues;0.5751195705891279;0.8481911647821961;0.9559545803632704;0.014285714285714285
54143;blues saraceno;devils got you beat;2019;blues;0.5987790129077784;0.7822987975283953;0.8558513539161582;0.014285714285714285
54161;ty segall;i worship the dog;2019;blues;0.9271255021168876;0.7098941107094325;0.7597522565269305;0.014285714285714285
54176;tyler bryant & the shakedown;on to the next;2019;blues;0.557406018327134;0.8323718688306028;0.9779772901816352;0.014285714285714285
54215;reignwolf;over & over;2019;blues;0.5666740563411494;0.7255595723405891;0.8618575475029849;0.014285714285714285
54217;cage the elephant;the war is over;2019;blues;0.5619868763808326;0.8216803835602389;0.9199174188423102;0.014285714285714285
54268;thee oh sees;gholÅ;2019;blues;0.6136313803232554;0.7729149039817449;0.9089060639331277;0.014285714285714285
54270;gary clark jr.;got to get up;2019;blues;0.8353294151753716;0.7512755429069558;0.7997935471057754;0.014285714285714285
74677;megadeth;devils island;1986;rock;0.5506282176575731;0.8056046970745839;0.9639628384790394;0.4857142857142857
74683;candlemass;solitude;1986;rock;0.5039216455912247;0.7939132887213803;0.7046954819810188;0.4857142857142857
74710;slayer;altar of sacrifice;1986;rock;0.5566867181037116;0.8220906084147372;0.9989989677355288;0.4857142857142857
74726;megadeth;good mourning / black friday;1986;rock;0.8987767899471878;0.7880675845447785;0.9779772901816352;0.4857142857142857
74751;slayer;epidemic;1986;rock;0.5454433811262513;0.8150398687280465;0.9979979354710576;0.4857142857142857
74782;slayer;angel of death;1986;rock;0.559825569364242;0.8030407917339691;0.9949948386776444;0.4857142857142857
74805;the smiths;bigmouth strikes again;1986;rock;0.5239908740801751;0.7857344306848191;0.9018988380818298;0.4857142857142857
74812;ozzy osbourne;shot in the dark;1986;rock;0.5135143150043983;0.7280209214675794;0.7917852889900063;0.4857142857142857
74819;ozzy osbourne;killer of giants;1986;rock;0.5205191795183396;0.7313283593569725;0.7157068368902011;0.4857142857142857
74824;slayer;postmortem;1986;rock;0.6190263621240722;0.8100402533138475;0.9949948386776444;0.4857142857142857
74848;slayer;piece by piece;1986;rock;0.7754488390760412;0.8043996615644949;0.9969969032065865;0.4857142857142857
74881;def leppard;don't shoot shot gun;1987;rock;0.5772667707062161;0.7811450401251185;0.9069039994041854;0.4714285714285714
74923;manowar;fighting the world;1987;rock;0.5184568634111135;0.735046022100864;0.9099070961975989;0.4714285714285714
74926;def leppard;gods of war;1987;rock;0.5242110047981792;0.7335845960567136;0.8128069665439001;0.4714285714285714
75041;anthrax;i am the law;1987;rock;0.6347040576875159;0.7986565136015178;0.9879876128263464;0.4714285714285714
75053;guns n' roses;used to love her;1987;rock;0.5878301201080277;0.7287900930697638;0.902899870346301;0.4714285714285714
75097;talking heads;blind;1988;rock;0.7479739213345525;0.7727097915544957;0.8838802573213497;0.45714285714285713
75132;queensròche;speak;1988;rock;0.6459858217651683;0.8274491705766223;0.9759752256526929;0.45714285714285713
75171;slayer;spill the blood;1988;rock;0.5987955972919594;0.8109119811296567;0.968967999801395;0.45714285714285713
75178;slayer;live undead;1988;rock;0.7725745183994898;0.8013998923159756;0.9889886450908175;0.45714285714285713
75195;iron maiden;the evil that men do;1988;rock;0.5749556172963857;0.7944260697895034;0.9779772901816352;0.45714285714285713
75251;slayer;mandatory suicide;1988;rock;0.8400366537646203;0.8389354665025767;0.9969969032065865;0.45714285714285713
75319;the stone roses;bye bye bad man;1989;rock;0.6712840859601188;0.7282260338948285;0.7437357402953926;0.44285714285714284
75450;slayer;war ensemble;1990;rock;0.5774916729888966;0.8088095787503524;0.9889886450908175;0.42857142857142855
75461;ac/dc;shot of love;1990;rock;0.6159958877847569;0.8167320462528522;0.9129101929910123;0.42857142857142855
75472;judas priest;all guns blazing;1990;rock;0.6374164581574467;0.7825551880624566;0.976976257917164;0.42857142857142855
75476;judas priest;hell patrol;1990;rock;0.6124909395375163;0.7863497679665666;0.9849845160329331;0.42857142857142855
75498;primus;too many puppies;1990;rock;0.5288913049364454;0.7550188447042534;0.8878843863792342;0.42857142857142855
75501;slayer;blood red;1990;rock;0.8104229675248986;0.8161936261313232;0.9809803869750485;0.42857142857142855
75504;megadeth;my creation;1990;rock;0.729346965009947;0.8006819988206035;0.9529514835698571;0.42857142857142855
75526;slayer;expendable youth;1990;rock;0.7949557498441953;0.7908109632592364;0.9859855482974041;0.42857142857142855
75530;judas priest;between the hammer & the anvil;1990;rock;0.6627163564899137;0.7938876496679742;0.9849845160329331;0.42857142857142855
75536;obituary;chopped in half;1990;rock;0.6206901904053955;0.7624798092454427;0.9899896773552888;0.42857142857142855
75547;slayer;seasons in the abyss;1990;rock;0.7247365249047834;0.8069122887982976;0.9699690320658663;0.42857142857142855
75575;megadeth;holy wars...the punishment due;1990;rock;0.535869089912208;0.8131682178293976;0.9859855482974041;0.42857142857142855
75626;ac/dc;the razors edge;1990;rock;0.7320582259412588;0.8239109812065738;0.9479463222475016;0.42857142857142855
75705;sepultura;desperate cry;1991;rock;0.6108189072655796;0.7252262646463092;0.9049019348752433;0.4142857142857143
75884;megadeth;architecture of aggression;1992;rock;0.6076077575519749;0.7348409096736148;0.9709700643303373;0.4
75898;queen;another one bites the dust;1992;rock;0.6471922274252658;0.7854524010973514;0.9829824515039908;0.4
75934;megadeth;countdown to extinction;1992;rock;0.5686800799786357;0.7588903417685818;0.8598554829740428;0.4
75949;pantera;mouth for war;1992;rock;0.6584632610943613;0.7345845191395532;0.9549535480987994;0.4
76002;iron maiden;afraid to shoot strangers;1992;rock;0.5698664697907457;0.7775299335948516;0.8178121278662557;0.4
76031;alice in chains;sickman;1992;rock;0.5672404686188528;0.7718380637386867;0.9129101929910123;0.4
76045;guns n' roses;black leather;1993;rock;0.6460911620298467;0.8303207445581109;0.9919917418842309;0.38571428571428573
76083;kmfdm;a drug against war;1993;rock;0.5682160792811456;0.7594544009435171;0.943942193189617;0.38571428571428573
76144;tool;undertow;1993;rock;0.6362545474567503;0.7444042765941081;0.7977914825768332;0.38571428571428573
76168;sepultura;refuse / resist;1993;rock;0.7245343840487137;0.7360203061302976;0.9539525158343282;0.38571428571428573
76179;soundgarden;superunknown;1994;rock;0.6761151317848973;0.8226803066430787;0.9489473545119727;0.37142857142857144
76180;mîtley crÅe;power to the music;1994;rock;0.5219787124871239;0.7513780991205804;0.9649638707435106;0.37142857142857144
76204;pantera;slaughtered;1994;rock;0.681294773202264;0.7231495013204112;0.9649638707435106;0.37142857142857144
76247;mîtley crÅe;smoke the sky;1994;rock;0.5561169125581951;0.8038099633361535;0.9829824515039908;0.37142857142857144
76319;corrosion of conformity;clean my wounds;1994;rock;0.5082031500026104;0.7581724482732097;0.9179153543133679;0.37142857142857144
76334;down;lifer;1995;rock;0.5280919715039962;0.7320975309591569;0.8348296763622648;0.35714285714285715
76335;death;crystal mountain;1995;rock;0.5142581399663527;0.7547880932235982;0.9799793547105775;0.35714285714285715
76344;foo fighters;good grief;1995;rock;0.5146067406367604;0.724149424403251;0.9699690320658663;0.35714285714285715
76404;alice in chains;head creeps;1995;rock;0.522439418228394;0.7508909571058636;0.976976257917164;0.35714285714285715
76490;radiohead;bones;1995;rock;0.6338181027163499;0.7018178088864959;0.7056965142454898;0.35714285714285715
76496;alice in chains;grind;1995;rock;0.6127176836047536;0.7633515370612516;0.8828792250568785;0.35714285714285715
76652;misfits;american psycho;1997;rock;0.7044633454119898;0.7813757916057739;0.9949948386776444;0.32857142857142857
76686;incubus;redefine;1997;rock;0.7556443289788104;0.7952977976053124;0.9649638707435106;0.32857142857142857
76704;green day;reject;1997;rock;0.5862098991033758;0.8253724072507242;0.9889886450908175;0.32857142857142857
76718;modest mouse;shit luck;1997;rock;0.6323675863506061;0.8620875317283285;0.9449432254540883;0.32857142857142857
76727;megadeth;she-wolf;1997;rock;0.6268325049063075;0.792477501730636;0.9169143220488967;0.32857142857142857
76732;(hed) p.e.;suck it up;1997;rock;0.6293013926859714;0.7824782709022382;0.8638596120319272;0.32857142857142857
76756;misfits;dig up her bones;1997;rock;0.591881164111875;0.7949388508576263;0.9919917418842309;0.32857142857142857
76769;metallica;fuel;1997;rock;0.7110755787643243;0.8174243006948183;0.9519504513053859;0.32857142857142857
76770;radiohead;paranoid android;1997;rock;0.5572244649796534;0.7475322411096581;0.8498451603293317;0.32857142857142857
76802;deftones;headup;1997;rock;0.5183543713975162;0.7783503833038483;0.9259236124291369;0.32857142857142857
76817;system of a down;darts;1998;rock;0.7008121906881115;0.79591313488706;0.8188131601307267;0.3142857142857143
76844;queens of the stone age;you can't quit me baby;1998;rock;0.5516628253438566;0.7577109453118991;0.7667594823782282;0.3142857142857143
76909;kiss;psycho circus;1998;rock;0.5172097511092808;0.7846575904417609;0.9219194833712523;0.3142857142857143
76924;system of a down;war?;1998;rock;0.7130383803608557;0.8238853421531677;0.9399380641317326;0.3142857142857143
76945;metallica;crash course in brain surgery;1998;rock;0.8725882422319958;0.8057072532882086;0.9849845160329331;0.3142857142857143
76946;metallica;am i evil?;1998;rock;0.62544111417606;0.7679665666743584;0.943942193189617;0.3142857142857143
76976;korn;dead bodies everywhere;1998;rock;0.5103917956729321;0.7376868446016973;0.9339318705449058;0.3142857142857143
76988;incubus;out from under;1999;rock;0.6436855705093709;0.7944004307360971;0.9409390963962037;0.3
76997;metallica;master of puppets;1999;rock;0.5341535138514248;0.829295182421865;0.9909907096197598;0.3
77021;misfits;dust to dust;1999;rock;0.6151648429724974;0.7634540932748762;0.9539525158343282;0.3
77051;american football;i'll see you when we're both not so emotional;1999;rock;0.5220595023188837;0.7146886136963823;0.845841031271447;0.3
77054;rage against the machine;born as ghosts;1999;rock;0.581484361420269;0.7595569571571417;0.976976257917164;0.3
77059;metallica;for whom the bell tolls;1999;rock;0.6162177861309451;0.8134502474168653;0.9789783224461063;0.3
77065;static-x;i am;1999;rock;0.9020495651912395;0.7859395431120683;0.9759752256526929;0.3
77086;rage against the machine;testify;1999;rock;0.5593102208527806;0.7757864779632335;0.9789783224461063;0.3
77103;rage against the machine;sleep now in the fire;1999;rock;0.5243101196454077;0.7416865369330563;0.9299277414870214;0.3
77124;misfits;scream;1999;rock;0.9817813761098831;0.7874266082096248;0.9799793547105775;0.3
77200;pantera;hellbound;2000;rock;0.5275587070238141;0.8344742712099069;0.9859855482974041;0.2857142857142857
77204;at the drive in;arcarsenal;2000;rock;0.6158522173659332;0.8487039458503192;0.9859855482974041;0.2857142857142857
77216;finger eleven;drag you down;2000;rock;0.852463771228001;0.7792733892264697;0.8748709669411097;0.2857142857142857
77232;a perfect circle;the hollow;2000;rock;0.6020978307918307;0.7716842294182498;0.7897832244610642;0.2857142857142857
77242;mudvayne;dig;2000;rock;0.6577177805945109;0.823244365818014;0.9839834837684619;0.2857142857142857
77282;deftones;elite;2000;rock;0.5221002090992101;0.829654129169551;0.992992774148702;0.2857142857142857
77302;slayer;bloodline;2001;rock;0.5368460449478263;0.8130656616157731;0.9639628384790394;0.2714285714285714
77318;rob zombie;iron head;2001;rock;0.7105486833425125;0.7987590698151423;0.9249225801646658;0.2714285714285714
77382;system of a down;prison song;2001;rock;0.5805753740544713;0.8308335256262338;0.9749741933882219;0.2714285714285714
77453;static-x;cold;2001;rock;0.8458326275933542;0.8488321411173498;0.9809803869750485;0.2714285714285714
77460;trapt;these walls;2002;rock;0.505499307309527;0.8170909930005383;0.902899870346301;0.2571428571428571
77482;mudvayne;not falling;2002;rock;0.7146114136325693;0.7857087916314129;0.9849845160329331;0.2571428571428571
77501;breaking benjamin;medicate;2002;rock;0.5458471128423871;0.7453016434633233;0.9139112252554833;0.2571428571428571
77538;adema;immortal;2002;rock;0.7781206242401022;0.7930159218521652;0.9389370318672614;0.2571428571428571
77544;system of a down;i-e-a-i-a-i-o;2002;rock;0.5901540924309763;0.8441145552906186;0.7917852889900063;0.2571428571428571
77576;chester bennington;system;2002;rock;0.5035019857222489;0.72502115221906;0.7747677404939973;0.2571428571428571
77614;radiohead;where i end and you begin;2003;rock;0.7553538803243935;0.7126118503704844;0.7147058046257301;0.24285714285714285
77626;radiohead;go to sleep;2003;rock;0.5371889108530714;0.7524036612568263;0.8608565152385138;0.24285714285714285
77711;a perfect circle;weak and powerless;2003;rock;0.5321513791619792;0.7220726610773529;0.8418369022135626;0.24285714285714285
77804;incubus;pistola;2004;rock;0.5240274596070275;0.803886880496372;0.8738699346766384;0.22857142857142856
77827;emery;walls;2004;rock;0.6483769258886098;0.7793759454400944;0.9159132897844257;0.22857142857142856
77841;chevelle;the clincher;2004;rock;0.5251054442174887;0.7950414070712508;0.9399380641317326;0.22857142857142856
77847;mastodon;blood and thunder;2004;rock;0.7266380828374929;0.7463272055995692;0.9359339350738481;0.22857142857142856
77875;muse;stockholm syndrome;2004;rock;0.6283339815493321;0.7899905135502396;0.9779772901816352;0.22857142857142856
77890;nickelback;follow you home;2005;rock;0.5785006746352601;0.8200907622490576;0.9329308382804348;0.21428571428571427
77971;sevendust;denial;2005;rock;0.5127831731389554;0.7709663359228776;0.9079050316686567;0.21428571428571427
77995;mudvayne;happy?;2005;rock;0.6815620825663539;0.8459862061892675;0.9719710965948084;0.21428571428571427
78020;dream theater;panic attack;2005;rock;0.7265335732359895;0.7968361408096812;0.9789783224461063;0.21428571428571427
78057;the sword;freya;2006;rock;0.5207356777452786;0.7853498448837268;0.8838802573213497;0.2
78079;muse;supermassive black hole;2006;rock;0.6701575639163017;0.7671717560187677;0.8658616765608694;0.2
78120;tenacious d;the metal;2006;rock;0.820223016730602;0.807527626080045;0.9389370318672614;0.2
78188;queens of the stone age;sick, sick, sick;2007;rock;0.5748358785766017;0.830013075917237;0.9879876128263464;0.18571428571428572
78271;radiohead;bodysnatchers;2007;rock;0.5453883460822131;0.7861959336461297;0.9779772901816352;0.18571428571428572
78334;metallica;my apocalypse;2008;rock;0.5587068443868394;0.8816501294772197;0.9939938064131731;0.17142857142857143
78346;bullet for my valentine;scream aim fire;2008;rock;0.5722260638354311;0.8057072532882086;0.9949948386776444;0.17142857142857143
78351;egypt central;you make me sick;2008;rock;0.5051475415398304;0.8041689100838396;0.91090812846207;0.17142857142857143
78373;metallica;broken, beat & scarred;2008;rock;0.7495399467027919;0.8768043483834577;0.9829824515039908;0.17142857142857143
78376;ac/dc;black ice;2008;rock;0.5782943580147822;0.8144501704997051;0.8898864509081764;0.17142857142857143
78390;blood red shoes;it's getting boring by the sea;2008;rock;0.5088787920389466;0.8373971232982078;0.9809803869750485;0.17142857142857143
78517;mîtley crÅe;primal scream;2009;rock;0.5901435655969871;0.7872471348357818;0.9579566448922128;0.15714285714285714
78543;creed;a thousand faces;2009;rock;0.5066173284673132;0.8273209753095915;0.9179153543133679;0.15714285714285714
78546;creed;overcome;2009;rock;0.5244376747079655;0.8336794605543163;0.9249225801646658;0.15714285714285714
78561;nirvana;floyd the barber;2009;rock;0.860105497964527;0.7737097146373355;0.902899870346301;0.15714285714285714
78588;steel panther;death to all but metal;2009;rock;0.5225036294395934;0.8485244724764761;0.967966967536924;0.15714285714285714
78592;the bravery;hatef--k;2009;rock;0.5374676813818041;0.8191933953798425;0.9399380641317326;0.15714285714285714
78646;we were promised jetpacks;quiet little voices;2009;rock;0.5086645839735702;0.8036304899623106;0.9319298060159635;0.15714285714285714
78694;rob zombie;sick bubblegum;2010;rock;0.5699505901512604;0.8360895315744942;0.9729721288592795;0.14285714285714285
78755;bring me the horizon;alligator blood;2010;rock;0.5015093665104929;0.79591313488706;0.9499483867764439;0.14285714285714285
78929;mother mother;the stand;2011;rock;0.5375954718576985;0.8227828628567032;0.870866837883225;0.12857142857142856
78936;bayside;sick, sick, sick;2011;rock;0.735240284567733;0.8294490167423019;0.8818781927924073;0.12857142857142856
78944;you me at six;bite my tongue;2011;rock;0.5196140174463812;0.8093736379252877;0.8248193537175535;0.12857142857142856
78953;ashes remain;on my own;2011;rock;0.5729493991323374;0.8036561290157167;0.8728689024121673;0.12857142857142856
78966;newsboys;god's not dead (like a lion);2011;rock;0.5964505779298912;0.7702997205343178;0.9059029671397144;0.12857142857142856
78971;egypt central;white rabbit;2011;rock;0.658974427181646;0.7760685075507012;0.8878843863792342;0.12857142857142856
78988;young the giant;i got;2011;rock;0.5442188319061322;0.7495320872753377;0.9039009026107722;0.12857142857142856
79011;muse;survival;2012;rock;0.5842344435574092;0.7976822295720841;0.8268214182464957;0.11428571428571428
79044;imagine dragons;bleeding out;2012;rock;0.6190264903425394;0.8096556675127553;0.7547470952045748;0.11428571428571428
79091;green day;kill the dj;2012;rock;0.5894307187350362;0.8467297387380457;0.9549535480987994;0.11428571428571428
79099;stone sour;gone sovereign;2012;rock;0.537099234039391;0.8064507858369868;0.992992774148702;0.11428571428571428
79128;brandi carlile;raise hell;2012;rock;0.6352854426167073;0.7911955490603286;0.7737667082295262;0.11428571428571428
79141;young guns;bones;2012;rock;0.62342410780723;0.8206035433171807;0.8808771605279363;0.11428571428571428
79159;shinedown;bully;2012;rock;0.5663158358101235;0.854216342332641;0.9699690320658663;0.11428571428571428
79214;muse;panic station;2012;rock;0.6097655488699393;0.8347306617439684;0.7667594823782282;0.11428571428571428
79282;bring me the horizon;the house of wolves;2013;rock;0.5743516940934552;0.8563700228187575;0.9779772901816352;0.1
79303;skillet;sick of it;2013;rock;0.8975866754012093;0.8359869753608696;0.9339318705449058;0.1
79313;wavves;nine is god;2013;rock;0.6954943191371449;0.7939389277747865;0.9709700643303373;0.1
79640;ariel pink;lipstick;2014;rock;0.5762493162400392;0.8535753659974873;0.8568523861806293;0.08571428571428572
79651;starset;it has begun;2014;rock;0.6035006930235903;0.7472245724687844;0.7247161272704413;0.08571428571428572
79702;bring me the horizon;blasphemy;2015;rock;0.5319262116989237;0.8091428864446324;0.8598554829740428;0.07142857142857142
79740;mat kearney;air i breathe;2015;rock;0.6067193403028693;0.753198471912417;0.7477398693532771;0.07142857142857142
79851;shinedown;state of my head;2015;rock;0.5294063714238737;0.8055790580211778;0.9409390963962037;0.07142857142857142
79916;bring me the horizon;drown;2015;rock;0.5134008613403421;0.8346537445837499;0.9409390963962037;0.07142857142857142
79921;for king & country;fix my eyes;2015;rock;0.5277854411780805;0.7664795015768017;0.7397316112375082;0.07142857142857142
80316;sleeping wolf;new kings;2017;rock;0.6505446607794909;0.8214239930261774;0.8178121278662557;0.04285714285714286
80367;passion;glorious day;2017;rock;0.8324717218983824;0.7968361408096812;0.8057997406926022;0.04285714285714286
80512;bishop briggs;white flag;2018;rock;0.527673652955703;0.809604389405943;0.8057997406926022;0.02857142857142857
80515;peach pit;seventeen;2018;rock;0.6762534148132535;0.7811963182319308;0.8908874831726475;0.02857142857142857
80541;breaking benjamin;feed the wolf;2018;rock;0.6378514847095795;0.8591646796400276;0.9829824515039908;0.02857142857142857
80597;crowder;red letters;2018;rock;0.699221752503235;0.7275081403994563;0.706697546509961;0.02857142857142857
80758;muse;pressure;2018;rock;0.6204877697944412;0.8199112888752147;0.8428379344780338;0.02857142857142857
80801;grandson;stigmata;2019;rock;0.7040362370655817;0.7480706612311873;0.8628585797674561;0.014285714285714285
80857;killswitch engage;unleashed;2019;rock;0.6060657961967124;0.7285080634822962;0.9849845160329331;0.014285714285714285
81134;sindicato argentino del hip hop;el dinero;2005;hip hop;0.5594392104528868;0.717406353357434;0.7417336757664503;0.21428571428571427
